"Step","avid-monkey-10 - rollout/success_rate","avid-monkey-10 - rollout/success_rate__MIN","avid-monkey-10 - rollout/success_rate__MAX","rose-cosmos-9 - rollout/success_rate","rose-cosmos-9 - rollout/success_rate__MIN","rose-cosmos-9 - rollout/success_rate__MAX","noble-bee-8 - rollout/success_rate","noble-bee-8 - rollout/success_rate__MIN","noble-bee-8 - rollout/success_rate__MAX","ruby-bee-6 - rollout/success_rate","ruby-bee-6 - rollout/success_rate__MIN","ruby-bee-6 - rollout/success_rate__MAX","eager-snow-5 - rollout/success_rate","eager-snow-5 - rollout/success_rate__MIN","eager-snow-5 - rollout/success_rate__MAX","comfy-terrain-4 - rollout/success_rate","comfy-terrain-4 - rollout/success_rate__MIN","comfy-terrain-4 - rollout/success_rate__MAX","jumping-dew-3 - rollout/success_rate","jumping-dew-3 - rollout/success_rate__MIN","jumping-dew-3 - rollout/success_rate__MAX","solar-fire-2 - rollout/success_rate","solar-fire-2 - rollout/success_rate__MIN","solar-fire-2 - rollout/success_rate__MAX"
"3347","","","","","","","","","","","","","0.78","0.78","0.78","","","","","","","","",""
"3348","","","","","","","","","","","","","","","","0.31","0.31","0.31","","","","","",""
"3350","0.28","0.28","0.28","","","","","","","","","","","","","","","","","","","0.13","0.13","0.13"
"3352","","","","","","","0.17","0.17","0.17","","","","","","","","","","","","","","",""
"3354","","","","","","","","","","","","","","","","","","","0.31","0.31","0.31","","",""
"3355","","","","","","","","","","0.45","0.45","0.45","","","","","","","","","","","",""
"3356","","","","0.16","0.16","0.16","","","","","","","","","","","","","","","","","",""
"3357","","","","","","","","","","","","","","","","","","","","","","0.14","0.14","0.14"
"3360","","","","0.16","0.16","0.16","","","","","","","","","","","","","","","","","",""
"3361","","","","","","","","","","","","","","","","0.32","0.32","0.32","","","","","",""
"3364","","","","","","","","","","","","","0.79","0.79","0.79","","","","","","","","",""
"3367","0.31","0.31","0.31","","","","","","","","","","","","","","","","","","","","",""
"3368","","","","","","","","","","","","","","","","0.33","0.33","0.33","","","","","",""
"3370","","","","","","","","","","","","","","","","","","","","","","0.14","0.14","0.14"
"3371","","","","","","","","","","","","","","","","","","","0.3","0.3","0.3","","",""
"3372","","","","","","","0.18","0.18","0.18","0.45","0.45","0.45","","","","","","","","","","","",""
"3373","","","","","","","","","","","","","0.81","0.81","0.81","","","","","","","","",""
"3379","","","","0.17","0.17","0.17","","","","","","","","","","","","","","","","","",""
"3380","","","","","","","","","","","","","","","","","","","0.34","0.34","0.34","","",""
"3381","","","","","","","","","","0.45","0.45","0.45","","","","0.32","0.32","0.32","","","","","",""
"3382","","","","","","","","","","","","","0.81","0.81","0.81","","","","","","","","",""
"3383","","","","0.16","0.16","0.16","","","","","","","","","","","","","","","","0.15","0.15","0.15"
"3384","0.31","0.31","0.31","","","","","","","","","","","","","","","","","","","","",""
"3392","","","","","","","0.17","0.17","0.17","","","","","","","","","","","","","","",""
"3394","","","","","","","","","","","","","","","","0.34","0.34","0.34","","","","","",""
"3396","","","","","","","","","","","","","","","","","","","","","","0.15","0.15","0.15"
"3397","","","","","","","","","","","","","","","","","","","0.36","0.36","0.36","","",""
"3398","","","","","","","","","","0.46","0.46","0.46","","","","","","","","","","","",""
"3399","","","","","","","","","","","","","0.82","0.82","0.82","","","","","","","","",""
"3401","0.32","0.32","0.32","","","","","","","","","","","","","0.36","0.36","0.36","","","","","",""
"3402","","","","0.15","0.15","0.15","","","","","","","","","","","","","","","","","",""
"3406","","","","0.16","0.16","0.16","","","","","","","","","","","","","0.35","0.35","0.35","","",""
"3407","","","","","","","","","","0.44","0.44","0.44","","","","","","","","","","","",""
"3408","","","","","","","","","","","","","0.83","0.83","0.83","","","","","","","","",""
"3409","","","","","","","","","","","","","","","","","","","","","","0.14","0.14","0.14"
"3412","","","","","","","0.21","0.21","0.21","","","","","","","","","","","","","","",""
"3414","","","","","","","","","","","","","","","","0.36","0.36","0.36","","","","","",""
"3417","","","","","","","","","","","","","0.84","0.84","0.84","","","","","","","","",""
"3418","0.33","0.33","0.33","","","","","","","","","","","","","","","","","","","","",""
"3421","","","","","","","","","","","","","","","","0.37","0.37","0.37","","","","","",""
"3422","","","","","","","","","","","","","","","","","","","","","","0.13","0.13","0.13"
"3423","","","","","","","","","","","","","","","","","","","0.37","0.37","0.37","","",""
"3424","","","","","","","","","","0.43","0.43","0.43","","","","","","","","","","","",""
"3425","","","","0.16","0.16","0.16","","","","","","","","","","","","","","","","","",""
"3426","","","","","","","","","","","","","0.84","0.84","0.84","","","","","","","","",""
"3429","","","","0.16","0.16","0.16","","","","","","","","","","","","","","","","0.13","0.13","0.13"
"3432","","","","","","","0.23","0.23","0.23","","","","","","","","","","0.38","0.38","0.38","","",""
"3433","","","","","","","","","","0.43","0.43","0.43","","","","","","","","","","","",""
"3434","","","","","","","","","","","","","","","","0.36","0.36","0.36","","","","","",""
"3435","0.31","0.31","0.31","","","","","","","","","","","","","","","","","","","","",""
"3441","","","","","","","","","","","","","","","","0.36","0.36","0.36","","","","","",""
"3442","","","","","","","","","","","","","","","","","","","","","","0.13","0.13","0.13"
"3443","","","","","","","","","","","","","0.85","0.85","0.85","","","","","","","","",""
"3448","","","","0.15","0.15","0.15","","","","","","","","","","0.35","0.35","0.35","","","","","",""
"3449","","","","","","","","","","","","","","","","","","","0.37","0.37","0.37","","",""
"3450","","","","","","","","","","0.42","0.42","0.42","","","","","","","","","","","",""
"3452","0.3","0.3","0.3","0.15","0.15","0.15","0.24","0.24","0.24","","","","0.86","0.86","0.86","","","","","","","","",""
"3455","","","","","","","","","","","","","","","","","","","","","","0.14","0.14","0.14"
"3459","","","","","","","","","","0.38","0.38","0.38","","","","","","","","","","","",""
"3461","","","","","","","","","","","","","","","","0.37","0.37","0.37","","","","","",""
"3466","","","","","","","","","","","","","","","","","","","0.36","0.36","0.36","","",""
"3468","","","","","","","","","","","","","","","","0.38","0.38","0.38","","","","0.13","0.13","0.13"
"3469","0.3","0.3","0.3","","","","","","","","","","0.86","0.86","0.86","","","","","","","","",""
"3471","","","","0.16","0.16","0.16","","","","","","","","","","","","","","","","","",""
"3472","","","","","","","0.26","0.26","0.26","","","","","","","","","","","","","","",""
"3475","","","","0.16","0.16","0.16","","","","","","","","","","","","","0.36","0.36","0.36","","",""
"3476","","","","","","","","","","0.36","0.36","0.36","","","","","","","","","","","",""
"3478","","","","","","","","","","","","","0.84","0.84","0.84","","","","","","","","",""
"3481","","","","","","","","","","","","","","","","0.36","0.36","0.36","","","","0.12","0.12","0.12"
"3485","","","","","","","","","","0.38","0.38","0.38","","","","","","","","","","","",""
"3486","0.3","0.3","0.3","","","","","","","","","","","","","","","","","","","","",""
"3487","","","","","","","","","","","","","0.85","0.85","0.85","","","","","","","","",""
"3492","","","","","","","0.26","0.26","0.26","","","","","","","","","","0.37","0.37","0.37","","",""
"3494","","","","0.16","0.16","0.16","","","","","","","","","","0.34","0.34","0.34","","","","0.11","0.11","0.11"
"3496","","","","","","","","","","","","","0.84","0.84","0.84","","","","","","","","",""
"3498","","","","0.16","0.16","0.16","","","","","","","","","","","","","","","","","",""
"3501","","","","","","","","","","","","","","","","0.32","0.32","0.32","0.35","0.35","0.35","0.11","0.11","0.11"
"3502","","","","","","","","","","0.39","0.39","0.39","","","","","","","","","","","",""
"3503","0.31","0.31","0.31","","","","","","","","","","","","","","","","","","","","",""
"3511","","","","","","","","","","0.36","0.36","0.36","","","","","","","","","","","",""
"3512","","","","","","","0.29","0.29","0.29","","","","","","","","","","","","","","",""
"3513","","","","","","","","","","","","","0.83","0.83","0.83","","","","","","","","",""
"3514","","","","","","","","","","","","","","","","0.31","0.31","0.31","","","","0.12","0.12","0.12"
"3517","","","","0.15","0.15","0.15","","","","","","","","","","","","","","","","","",""
"3518","","","","","","","","","","","","","","","","","","","0.33","0.33","0.33","","",""
"3520","0.32","0.32","0.32","","","","","","","","","","","","","","","","","","","","",""
"3521","","","","0.16","0.16","0.16","","","","","","","","","","","","","","","","0.13","0.13","0.13"
"3522","","","","","","","","","","","","","0.83","0.83","0.83","","","","","","","","",""
"3527","","","","","","","","","","","","","","","","0.34","0.34","0.34","0.3","0.3","0.3","","",""
"3528","","","","","","","","","","0.36","0.36","0.36","","","","","","","","","","","",""
"3531","","","","","","","","","","","","","0.84","0.84","0.84","","","","","","","","",""
"3532","","","","","","","0.29","0.29","0.29","","","","","","","","","","","","","","",""
"3534","","","","","","","","","","","","","","","","0.35","0.35","0.35","","","","0.13","0.13","0.13"
"3537","0.31","0.31","0.31","","","","","","","0.36","0.36","0.36","","","","","","","","","","","",""
"3540","","","","0.15","0.15","0.15","","","","","","","0.83","0.83","0.83","","","","","","","","",""
"3541","","","","","","","","","","","","","","","","0.36","0.36","0.36","","","","","",""
"3544","","","","0.16","0.16","0.16","","","","","","","","","","","","","0.31","0.31","0.31","","",""
"3547","","","","","","","","","","","","","","","","","","","","","","0.12","0.12","0.12"
"3552","","","","","","","0.29","0.29","0.29","","","","","","","","","","","","","","",""
"3553","","","","","","","","","","","","","","","","","","","0.32","0.32","0.32","","",""
"3554","0.35","0.35","0.35","","","","","","","0.35","0.35","0.35","","","","0.34","0.34","0.34","","","","","",""
"3557","","","","","","","","","","","","","0.83","0.83","0.83","","","","","","","","",""
"3560","","","","","","","","","","","","","","","","","","","","","","0.12","0.12","0.12"
"3563","","","","0.14","0.14","0.14","","","","","","","","","","","","","","","","","",""
"3566","","","","","","","","","","","","","0.83","0.83","0.83","","","","","","","","",""
"3567","","","","0.14","0.14","0.14","","","","","","","","","","0.35","0.35","0.35","","","","","",""
"3570","","","","","","","","","","","","","","","","","","","0.3","0.3","0.3","","",""
"3571","","","","","","","","","","0.35","0.35","0.35","","","","","","","","","","","",""
"3572","","","","","","","0.28","0.28","0.28","","","","","","","","","","","","","","",""
"3573","","","","","","","","","","","","","","","","","","","","","","0.11","0.11","0.11"
"3574","0.38","0.38","0.38","","","","","","","","","","","","","0.36","0.36","0.36","","","","","",""
"3575","","","","","","","","","","","","","0.83","0.83","0.83","","","","","","","","",""
"3579","","","","","","","","","","","","","","","","","","","0.3","0.3","0.3","","",""
"3580","","","","","","","","","","0.33","0.33","0.33","","","","","","","","","","0.11","0.11","0.11"
"3586","","","","0.13","0.13","0.13","","","","","","","","","","","","","","","","","",""
"3587","","","","","","","","","","","","","","","","0.34","0.34","0.34","","","","","",""
"3590","","","","0.13","0.13","0.13","","","","","","","","","","","","","","","","","",""
"3591","0.37","0.37","0.37","","","","","","","","","","","","","","","","","","","","",""
"3592","","","","","","","0.28","0.28","0.28","","","","0.84","0.84","0.84","","","","","","","","",""
"3593","","","","","","","","","","","","","","","","","","","","","","0.11","0.11","0.11"
"3594","","","","","","","","","","","","","","","","0.34","0.34","0.34","","","","","",""
"3596","","","","","","","","","","","","","","","","","","","0.28","0.28","0.28","","",""
"3597","","","","","","","","","","0.32","0.32","0.32","","","","","","","","","","","",""
"3601","","","","","","","","","","","","","0.83","0.83","0.83","","","","","","","","",""
"3605","","","","","","","","","","","","","","","","","","","0.27","0.27","0.27","","",""
"3606","","","","","","","","","","0.34","0.34","0.34","","","","","","","","","","0.11","0.11","0.11"
"3607","","","","","","","","","","","","","","","","0.35","0.35","0.35","","","","","",""
"3608","0.37","0.37","0.37","","","","","","","","","","","","","","","","","","","","",""
"3609","","","","0.14","0.14","0.14","","","","","","","","","","","","","","","","","",""
"3610","","","","","","","","","","","","","0.83","0.83","0.83","","","","","","","","",""
"3612","","","","","","","0.24","0.24","0.24","","","","","","","","","","","","","","",""
"3613","","","","0.14","0.14","0.14","","","","","","","","","","","","","","","","","",""
"3614","","","","","","","","","","","","","","","","0.35","0.35","0.35","","","","","",""
"3619","","","","","","","","","","","","","0.84","0.84","0.84","","","","","","","0.1","0.1","0.1"
"3621","","","","","","","","","","","","","","","","0.35","0.35","0.35","","","","","",""
"3622","","","","","","","","","","","","","","","","","","","0.26","0.26","0.26","","",""
"3623","","","","","","","","","","0.35","0.35","0.35","","","","","","","","","","","",""
"3625","0.35","0.35","0.35","","","","","","","","","","","","","","","","","","","","",""
"3631","","","","","","","","","","","","","","","","","","","0.26","0.26","0.26","","",""
"3632","","","","0.13","0.13","0.13","0.21","0.21","0.21","0.37","0.37","0.37","","","","","","","","","","0.11","0.11","0.11"
"3634","","","","","","","","","","","","","","","","0.37","0.37","0.37","","","","","",""
"3636","","","","0.13","0.13","0.13","","","","","","","0.84","0.84","0.84","","","","","","","","",""
"3639","","","","","","","","","","","","","","","","","","","","","","0.09","0.09","0.09"
"3641","","","","","","","","","","0.36","0.36","0.36","","","","","","","","","","","",""
"3642","0.35","0.35","0.35","","","","","","","","","","","","","","","","","","","","",""
"3645","","","","","","","","","","","","","0.85","0.85","0.85","","","","","","","","",""
"3647","","","","","","","","","","","","","","","","0.34","0.34","0.34","","","","","",""
"3648","","","","","","","","","","","","","","","","","","","0.26","0.26","0.26","","",""
"3652","","","","","","","0.19","0.19","0.19","","","","","","","","","","","","","0.08","0.08","0.08"
