"Step","avid-monkey-10 - global_step","avid-monkey-10 - global_step__MIN","avid-monkey-10 - global_step__MAX","rose-cosmos-9 - global_step","rose-cosmos-9 - global_step__MIN","rose-cosmos-9 - global_step__MAX","noble-bee-8 - global_step","noble-bee-8 - global_step__MIN","noble-bee-8 - global_step__MAX","ruby-bee-6 - global_step","ruby-bee-6 - global_step__MIN","ruby-bee-6 - global_step__MAX","eager-snow-5 - global_step","eager-snow-5 - global_step__MIN","eager-snow-5 - global_step__MAX","comfy-terrain-4 - global_step","comfy-terrain-4 - global_step__MIN","comfy-terrain-4 - global_step__MAX","jumping-dew-3 - global_step","jumping-dew-3 - global_step__MIN","jumping-dew-3 - global_step__MAX","solar-fire-2 - global_step","solar-fire-2 - global_step__MIN","solar-fire-2 - global_step__MAX"
"231","29000","29000","29000","10500","10500","10500","25000","25000","25000","11087","11087","11087","","","","14334","14334","14334","11132","11132","11132","15000","15000","15000"
"232","29000","29000","29000","","","","25000","25000","25000","","","","","","","14334","14334","14334","","","","15000","15000","15000"
"233","29000","29000","29000","10500","10500","10500","25000","25000","25000","11771","11771","11771","","","","","","","","","","15000","15000","15000"
"234","29000","29000","29000","","","","25000","25000","25000","","","","","","","14334","14334","14334","","","","15000","15000","15000"
"235","29000","29000","29000","10500","10500","10500","25000","25000","25000","","","","","","","14334","14334","14334","","","","","",""
"236","29000","29000","29000","10500","10500","10500","25000","25000","25000","11771","11771","11771","","","","","","","","","","15000","15000","15000"
"237","29000","29000","29000","","","","25000","25000","25000","","","","","","","14334","14334","14334","","","","","",""
"238","29000","29000","29000","10500","10500","10500","25000","25000","25000","","","","","","","","","","11951","11951","11951","15668","15668","15668"
"239","29000","29000","29000","10500","10500","10500","25000","25000","25000","","","","","","","","","","","","","","",""
"240","29000","29000","29000","11000","11000","11000","25000","25000","25000","","","","11000","11000","11000","","","","","","","15668","15668","15668"
"241","30000","30000","30000","","","","25000","25000","25000","","","","","","","14599","14599","14599","12000","12000","12000","15668","15668","15668"
"242","30000","30000","30000","","","","25000","25000","25000","","","","","","","","","","","","","15668","15668","15668"
"243","30000","30000","30000","","","","26000","26000","26000","12000","12000","12000","","","","14599","14599","14599","12000","12000","12000","15668","15668","15668"
"244","30720","30720","30720","11000","11000","11000","26000","26000","26000","12000","12000","12000","","","","","","","","","","16000","16000","16000"
"245","30720","30720","30720","11000","11000","11000","26000","26000","26000","12000","12000","12000","11560","11560","11560","","","","","","","16000","16000","16000"
"246","30720","30720","30720","","","","26624","26624","26624","","","","","","","","","","","","","","",""
"247","30720","30720","30720","11000","11000","11000","26624","26624","26624","","","","11560","11560","11560","14950","14950","14950","","","","16000","16000","16000"
"248","31000","31000","31000","","","","26624","26624","26624","","","","","","","14950","14950","14950","12000","12000","12000","16000","16000","16000"
"249","31000","31000","31000","11000","11000","11000","26624","26624","26624","12603","12603","12603","","","","","","","","","","16000","16000","16000"
"250","31000","31000","31000","","","","27000","27000","27000","","","","","","","","","","","","","16607","16607","16607"
"251","31000","31000","31000","11000","11000","11000","27000","27000","27000","","","","","","","14950","14950","14950","","","","16607","16607","16607"
"252","31000","31000","31000","","","","27000","27000","27000","","","","11943","11943","11943","15000","15000","15000","","","","16607","16607","16607"
"253","31000","31000","31000","11500","11500","11500","27000","27000","27000","","","","","","","","","","","","","16607","16607","16607"
"254","31000","31000","31000","11500","11500","11500","27000","27000","27000","12603","12603","12603","","","","","","","12458","12458","12458","16607","16607","16607"
"255","31000","31000","31000","","","","27000","27000","27000","","","","11943","11943","11943","15000","15000","15000","12458","12458","12458","16607","16607","16607"
"256","31000","31000","31000","","","","27000","27000","27000","12603","12603","12603","","","","","","","","","","","",""
"257","31000","31000","31000","","","","27000","27000","27000","","","","","","","15000","15000","15000","12458","12458","12458","17000","17000","17000"
"258","32000","32000","32000","","","","27000","27000","27000","","","","","","","","","","","","","17000","17000","17000"
"259","32000","32000","32000","","","","27000","27000","27000","","","","12000","12000","12000","15340","15340","15340","12819","12819","12819","","",""
"260","32000","32000","32000","","","","27000","27000","27000","","","","","","","","","","","","","","",""
"261","32768","32768","32768","","","","27000","27000","27000","","","","","","","15340","15340","15340","","","","17000","17000","17000"
"262","32768","32768","32768","","","","27000","27000","27000","","","","","","","","","","","","","","",""
"263","32768","32768","32768","12000","12000","12000","28000","28000","28000","13000","13000","13000","","","","","","","12819","12819","12819","","",""
"264","32768","32768","32768","","","","28000","28000","28000","13000","13000","13000","12000","12000","12000","","","","","","","","",""
"265","33000","33000","33000","","","","28000","28000","28000","","","","","","","15995","15995","15995","12819","12819","12819","17270","17270","17270"
"266","33000","33000","33000","","","","28672","28672","28672","","","","","","","","","","","","","17270","17270","17270"
"267","33000","33000","33000","","","","28672","28672","28672","","","","","","","15995","15995","15995","","","","","",""
"268","33000","33000","33000","","","","28672","28672","28672","","","","","","","15995","15995","15995","","","","","",""
"269","33000","33000","33000","12000","12000","12000","28672","28672","28672","","","","","","","15995","15995","15995","","","","17270","17270","17270"
"270","33000","33000","33000","","","","29000","29000","29000","","","","","","","15995","15995","15995","","","","","",""
"271","33000","33000","33000","","","","29000","29000","29000","","","","","","","15995","15995","15995","","","","18000","18000","18000"
"272","33000","33000","33000","12000","12000","12000","29000","29000","29000","13576","13576","13576","","","","","","","","","","","",""
"273","33000","33000","33000","","","","29000","29000","29000","","","","","","","","","","","","","18000","18000","18000"
"274","33000","33000","33000","","","","29000","29000","29000","","","","12425","12425","12425","","","","","","","18000","18000","18000"
"275","34000","34000","34000","12000","12000","12000","29000","29000","29000","","","","12425","12425","12425","","","","","","","18000","18000","18000"
"276","34000","34000","34000","12500","12500","12500","29000","29000","29000","14000","14000","14000","13000","13000","13000","","","","","","","18274","18274","18274"
"277","34000","34000","34000","12500","12500","12500","29000","29000","29000","","","","","","","16000","16000","16000","","","","18274","18274","18274"
"278","34816","34816","34816","","","","29000","29000","29000","","","","13000","13000","13000","16526","16526","16526","","","","","",""
"279","34816","34816","34816","12500","12500","12500","29000","29000","29000","","","","","","","","","","","","","18274","18274","18274"
"280","34816","34816","34816","","","","29000","29000","29000","14000","14000","14000","","","","","","","","","","","",""
"281","34816","34816","34816","","","","29000","29000","29000","","","","","","","16526","16526","16526","","","","18274","18274","18274"
"282","35000","35000","35000","","","","29000","29000","29000","","","","","","","16526","16526","16526","13743","13743","13743","","",""
"283","35000","35000","35000","12500","12500","12500","30000","30000","30000","","","","13000","13000","13000","16526","16526","16526","","","","","",""
"284","35000","35000","35000","12500","12500","12500","30000","30000","30000","","","","","","","16526","16526","16526","","","","19000","19000","19000"
"285","35000","35000","35000","12500","12500","12500","30000","30000","30000","14318","14318","14318","","","","16967","16967","16967","","","","","",""
"286","35000","35000","35000","13000","13000","13000","30720","30720","30720","14318","14318","14318","","","","16967","16967","16967","","","","","",""
"287","35000","35000","35000","13000","13000","13000","30720","30720","30720","","","","","","","","","","14000","14000","14000","","",""
"288","35000","35000","35000","","","","30720","30720","30720","","","","","","","","","","","","","19000","19000","19000"
"289","35000","35000","35000","","","","30720","30720","30720","","","","","","","16967","16967","16967","14000","14000","14000","","",""
"290","35000","35000","35000","","","","31000","31000","31000","14318","14318","14318","","","","","","","","","","19001","19001","19001"
"291","35000","35000","35000","13000","13000","13000","31000","31000","31000","","","","","","","","","","14000","14000","14000","","",""
"292","36000","36000","36000","13000","13000","13000","31000","31000","31000","","","","","","","17000","17000","17000","14306","14306","14306","","",""
"293","36000","36000","36000","","","","31000","31000","31000","","","","","","","","","","","","","19001","19001","19001"
"294","36000","36000","36000","","","","31000","31000","31000","","","","","","","17000","17000","17000","","","","","",""
"295","36864","36864","36864","13000","13000","13000","31000","31000","31000","","","","","","","","","","14306","14306","14306","","",""
"296","36864","36864","36864","","","","31000","31000","31000","","","","","","","17000","17000","17000","","","","","",""
"297","36864","36864","36864","13000","13000","13000","31000","31000","31000","","","","","","","","","","","","","19666","19666","19666"
"298","36864","36864","36864","","","","31000","31000","31000","","","","","","","17917","17917","17917","","","","","",""
"299","37000","37000","37000","","","","31000","31000","31000","","","","","","","17917","17917","17917","","","","19666","19666","19666"
"300","37000","37000","37000","13500","13500","13500","31000","31000","31000","","","","13947","13947","13947","","","","","","","19666","19666","19666"
"301","37000","37000","37000","13500","13500","13500","31000","31000","31000","15232","15232","15232","","","","","","","","","","19666","19666","19666"
"302","37000","37000","37000","","","","31000","31000","31000","","","","","","","17917","17917","17917","","","","","",""
"303","37000","37000","37000","13500","13500","13500","32000","32000","32000","","","","14000","14000","14000","17917","17917","17917","","","","20000","20000","20000"
"304","37000","37000","37000","","","","32000","32000","32000","","","","14000","14000","14000","17917","17917","17917","","","","20000","20000","20000"
"305","37000","37000","37000","","","","32000","32000","32000","15232","15232","15232","","","","18000","18000","18000","","","","20000","20000","20000"
"306","37000","37000","37000","","","","32768","32768","32768","","","","","","","","","","14940","14940","14940","20000","20000","20000"
"307","37000","37000","37000","","","","32768","32768","32768","","","","","","","18000","18000","18000","14940","14940","14940","20000","20000","20000"
"308","37000","37000","37000","","","","32768","32768","32768","","","","","","","","","","14940","14940","14940","20000","20000","20000"
"309","38000","38000","38000","","","","32768","32768","32768","","","","","","","","","","","","","","",""
"310","38000","38000","38000","","","","33000","33000","33000","","","","","","","18000","18000","18000","","","","20432","20432","20432"
"311","38000","38000","38000","","","","33000","33000","33000","","","","","","","","","","","","","20432","20432","20432"
"312","38912","38912","38912","14000","14000","14000","33000","33000","33000","","","","14481","14481","14481","","","","","","","","",""
"313","38912","38912","38912","","","","33000","33000","33000","16000","16000","16000","","","","18619","18619","18619","15000","15000","15000","","",""
"314","38912","38912","38912","14000","14000","14000","33000","33000","33000","","","","","","","","","","15000","15000","15000","","",""
"315","38912","38912","38912","14000","14000","14000","33000","33000","33000","","","","14481","14481","14481","","","","","","","","",""
"316","39000","39000","39000","14000","14000","14000","33000","33000","33000","16000","16000","16000","","","","","","","","","","21000","21000","21000"
"317","39000","39000","39000","","","","33000","33000","33000","","","","14481","14481","14481","","","","","","","21000","21000","21000"
"318","39000","39000","39000","14000","14000","14000","33000","33000","33000","","","","","","","","","","15509","15509","15509","","",""
"319","39000","39000","39000","14000","14000","14000","33000","33000","33000","","","","","","","","","","15509","15509","15509","","",""
"320","39000","39000","39000","14000","14000","14000","33000","33000","33000","","","","","","","18963","18963","18963","","","","21000","21000","21000"
"321","39000","39000","39000","","","","33000","33000","33000","","","","","","","18963","18963","18963","","","","21000","21000","21000"
"322","39000","39000","39000","14500","14500","14500","33000","33000","33000","16016","16016","16016","","","","","","","","","","21046","21046","21046"
"323","39000","39000","39000","","","","34000","34000","34000","","","","15000","15000","15000","","","","","","","21046","21046","21046"
